model,product_name,author,text,rating,date_added
740100,2019 Forever U.S. Flag Stamps Coil,66novacoupe,Quality on time and with a bonus gift!,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Tomas DellaMorte,Love these stamps bought them so I can use them to pay bills etc,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Sharen,Fast service and I have trouble getting to the post office so this is great for see,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Annette Lacey,Exactly as described. I would buy it again. Great service.,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,D.,Used for my wedding invatations and rsvp cards perfect,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Irma Lipscomb,Wedding invitation stamps that are colorful and interesting design,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Warren,I LOVE IT . IM CONSTANTLY MAILING THINGS OUT. AND I RAN OUT OF STAMPS . NOW IM BACK ON POINT. YOU CAN’T BEAT CONVIENCE. AND THE DESIGN IS SO BEAUTIFUL.,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,pamela clarke,"My fiancé and I did, and they look spectacular!",5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,esperanza,These stamps are gorgeous. Thank you!,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Viktor,Arrived on time in great condition!,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Kimberly Ricardo R.,I thought it would be on a roll but it works fine.,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Kate in AZ,These forever stamps represent our country in a special way,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Donna Guin,My new patriotic stamp!! A nice change!,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,geraldine taylor,Received as promised and in good condition,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Donna Newton,It all came quickly and in good order. Thank you!,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,K. Mccargo,"The same stamps as you get at the post office, but at an unbelievable price!",5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Donna,Like a design and Price,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,J. Marie,Quality on time and with a bonus gift!,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Paul McDowell Barbara Knighton,Love these stamps bought them so I can use them to pay bills etc,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Charlotte,convenient don't have to use water to make them stick,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Donna Trice,These stamps are very pretty. Just as pictured but even prettier.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Virginia Phillips-smith,"Absolutely beautiful, THANKYOU so much ❣",5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Barbara Moriarta,Nothing to complain about. They are good stamps. I would buy again.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Cathy S,They do what they do works good legit,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Tina Fogel,Like this product a lot I do recommend this to my family and friends,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Mikey,Great real stamps,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Johnny Franck,Cool stamps. Something different,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Marcie,How could anyone not love these stamps?!,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Carol DeMarco,Great way to buy stamps,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Sally Daniel D.,"I like having plenty of stamps on hand, and these fit the bill.",5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,WOODY,"As you can see, I’ve already used one of these. The packaging was excellent, it came in a box with several other items and it wasn’t bent or damaged or anything! Great value!",5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,MBR,Was happy with my stamps cuz I didn’t feel like going to the post office,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Alexandra B Giannini,"Very cute to buy, I USD them twice now and I love them",5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Lilyla Disavores,The item arrived very quickly and was in great condition Two thumbs up!,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Mary Vondra,The product was in great shape and I needed them.,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,regina b.,"Great communication you even let me know that it was going to be delayed for a day and now one day later, here they are! I am very impressed. If you are also asking about the pop-up greeting cards they are absolutely splendid. Life is good with you guys! Thank you",5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Linda H. Mansfield Jane manning,These stamps look exactly as pictured. Quick and easy to purchase rather than wait in line at the post office. Definitely recommend!,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Asie As,Unlike a collector I don’t save my stamps I use them on cards and letters and I use the postal service quite often. I am afraid cards are going out of style :( and no one sends thank you notes anymore. Growing up my nana taught me thank you notes were a part of etiquette and that is just how it’s done… this world is going downhill — that’s another story for another time. These stamps are beautiful and will get people talking saying how elegant they are if you use them on letters or cards. I actually used these ones in particular on my best friend’s wedding thank you notes (which I did for her as a favor to help take some stress off of her after the big day — I was her maid of honor) anyways go ahead and see for yourself,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Lori,"I got these for my mom, and she loves them. They are extra large and fit well on an envelope. The design celebrates the wonderful role of working dogs in our lives. Beautiful.",5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,lisa b.,"Very happy with these, exactly as depicted and described",5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Laura Docterman,Perfect for my Easter cards,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,judy philipp,Neatly packed package.,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Dorothy P. marie Brick,Great price,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,joan timchek,nice additional to my collection,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Thrifty,It sticks to the envelope well,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Mary Gemski,Great,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,amdonna,I love that I can buy my postal stamps this way. There is always a long line a Post Office and this saves me time.,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Jung,"No variation in design, but it was the cheapest bundle of stamps I could find. They'l still mail, but the advertisement could be more accurately worded.",5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Julie Seidelman Veronica V.,Real stamps. Lol. What else is there to review?,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Joyce Tourigny,I found everything satisfactory about this product.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Libby e berman alegria rosa,These are beautiful. I choose these for personal mail. They are too nice for bill payments.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Yolanda clark,Love these stamps! Having them come to the house is great!,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Dwaine L Belcher,Arrived quickly. Exactly as advertised.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,L. B. Ross,They are self adhesive and I love the pictures.,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Jose,Love the stamps! Quick delivery and careful packaging. Thank you!,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,BMH,"Adorable stamps, arrived in great condition!",5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Gaston S. Courtney Leopard,Very attractive and colorful,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,JOYCE ARMSTRONG,Love them. Had fun putting them on envelopes.,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,em,These are cute additions to my mail. Would recommend.,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Ronnie Beckman,"I want to keep this letter simple and to the point. When used as directed w/ basic letters like to your friend across the state, to send out payments, etc, it works. Just a word of advice, when you are about to send the letter, take it to the post office and ask how many stamps your letter needs. You may need two. It sounds like I don't know much about stamps, which is accurate because I am in my earlier 20s who had to Google, ""How to send a Letter"" in order to actually send one.",5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Jeanette Gamboa,"I usually purchase certain style stamps for occasions, however, these caught my eye as I was only browsing for a new set of stamps. I guess I didn't pay attention to the size of the stamps because when they arrived I was shocked and excited to see they're much larger than normal forever stamps, I didn't realize that was a thing. I appreciate these so much they'll probably become my go-to stamps for most occasions.",5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Richar J.Smith,Beautiful stamps. Seller packaged them so they arrived in mint condition. They were much nicer and arrived sooner than I expected.,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Linda Stephens,So excited about these beautiful stamps,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Linda Osteen roxy jc,"Having my stamps delivered to my door is the best! I did not see an option for a roll of stamps, I would order a roll of stamps next time. Yes, I still use snail mail.",5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Patricia Simpson,What a Great looking stamp !!,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Mary DeAngelis,Just love these stamps! So adorable!,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Rita James,Like that I got what I ordered. Thanks.,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,jody,Like everything about these stamps.,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Joe,Putting them on our RSVP card for our wedding invitations. Nice touch.,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Maureen S.,The stamps look and adhere well to use to send mail.,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Chewy,Super cute stamps! I know some reviews said there wasnt a variety but i got flowers instead of flags and was super happy with my purchase. Stamps came in quickly and are as described. Will be ordering them again,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,prophesybuff,Saved me a trip to the post office or grocery store. The most thankful of this purchase is my bill collectors. Stamps came to me in great condition.,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,J K Lehr,"The world has moved on, but we still use mail and it convenient to have your own supply of stamps.",5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Donna Newton,"Nothing was disliked or bad news. I loved the stamps and will order again, for the convenience.",5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Katie R.,great design and easy to use,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,DOREEN H,Love these postcard stamps!,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,KBURKE,Useful product,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Honest Review,Good value and good adhesion on stamp!,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Verlita Young,inexpensive and I use it for mailings,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Ann,It all came quickly and in good order. Thank you!,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Tyre Alston,"The same stamps as you get at the post office, but at an unbelievable price!",5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Rosa,Like a design and Price,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,ETBuyer,Functional,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,AprilDumas,Quality on time and with a bonus gift!,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Kathleen J. Hennigan,Great and got them on time,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Moira Sher,Great for collecting,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Rita James,I liked everything...the stamps themselves and the fast delivery.,5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,jody,"During the pandemic, avoiding a trip to the post office seemed a good idea. The convenience and quick delivery are great.",5,2022-09-13
121704,Booklet 2022 U.S. Flags Forever Stamps,Joe,"I really like these stamps, probably will save them rather than use unless I order and receive more first.",5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Nancy m raynaud,"I needed these stamps like, immediately, and these were supposed to come in 2 days and they came the very next day! I'm old and sick and can't go to the Post Office and this was perfect!",5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,j,Why am I reviewing stamps? They're stamps guys... get'em while they hot!,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Yolanda clark,"I usually purchase certain style stamps for occasions, however, these caught my eye as I was only browsing for a new set of stamps. I guess I didn't pay attention to the size of the stamps because when they arrived I was shocked and excited to see they're much larger than normal forever stamps, I didn't realize that was a thing. I appreciate these so much they'll probably become my go-to stamps for most occasions.",5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,V.Z. White,Beautiful stamps. Seller packaged them so they arrived in mint condition. They were much nicer and arrived sooner than I expected.,5,2022-09-13
740100,2019 Forever U.S. Flag Stamps Coil,Wendy,So excited about these beautiful stamps,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,sue hepler,Not much to say… they’re stamps! Cute design and efficient shipping.,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,Rkalday Diane Dooley,I used these for my wedding invitations and loved them! They’re very cute and I got so many compliments!,5,2022-09-13
121700,Panes U.S. Flags 2022 Forever Stamps,sharon widel,The stamps adhered to the envelops securely. They arrived in a timely manner and can be used for any occasion.,5,2022-09-13
